17	SendaiVirus	0.797	1.203	0.864	0.935	1.456	0.724	1.293	0.527	1.016	0.984	1.402	0.373	0.956	1.044	1.225	1.000	0.856	1.025	1.056	1.264	1.231	0.954	1.196	0.619	1.064	0.936	0.819	1.181	0.312	0.191	0.348	0.501	0.658	1.223	1.119	1.000	0.988	0.952	1.647	0.413	0.996	1.004	0.819	1.181	0.932	1.068	2.493	2.155	0.802	1.101	0.835	1.261	1.286	0.803	1.516	0.395	1.207	0.793	0.802	1.198	0.954	0.650	1.031	1.365
18	MumpsVirus	0.984	1.016	1.144	1.154	1.087	0.860	1.759	0.293	1.180	0.820	0.583	1.929	0.921	1.079	0.488	1.000	1.019	0.705	1.255	0.722	1.278	0.951	1.295	0.476	1.100	0.900	1.308	0.692	0.439	0.509	1.133	0.487	1.141	0.976	0.884	1.000	1.413	0.974	1.446	0.168	1.382	0.618	0.969	1.031	1.192	0.808	2.138	1.294	1.235	1.016	0.859	0.889	0.848	0.675	1.920	0.556	1.307	0.693	1.062	0.938	1.137	0.782	1.295	0.786
19	VesicularStomatitisIndianaVirus	0.866	1.134	1.254	1.515	1.331	1.165	1.271	0.233	1.152	0.848	1.767	0.452	0.862	1.138	0.781	1.000	0.952	0.831	0.723	0.000	1.331	0.722	1.500	0.447	1.423	0.577	1.158	0.842	0.438	0.227	0.888	0.350	1.255	1.033	0.712	1.000	1.222	1.119	1.357	0.302	1.274	0.726	1.161	0.839	1.283	0.717	2.913	1.184	1.061	1.020	0.760	1.160	1.646	0.745	1.387	0.221	1.215	0.785	1.167	0.833	0.927	0.523	1.819	0.731
20	RestonEbolaVirus	1.055	0.945	1.101	1.011	0.869	0.824	1.968	0.339	1.180	0.820	1.622	0.730	1.286	0.714	0.649	1.000	1.328	0.976	0.737	0.848	1.052	0.688	1.585	0.674	1.171	0.829	1.166	0.834	1.039	0.658	1.212	0.779	1.383	0.859	0.757	1.000	1.206	0.828	1.761	0.206	1.259	0.741	1.190	0.810	1.104	0.896	1.437	0.874	1.131	0.987	1.039	0.843	1.364	0.943	1.470	0.224	1.281	0.719	1.200	0.800	1.083	0.395	1.602	0.920
21	MaritubaVirus	0.653	1.347	1.027	1.187	1.526	0.316	2.000	0.158	0.816	1.184	1.500	0.000	1.500	0.500	0.000	1.000	1.572	0.225	0.449	1.540	1.938	0.500	1.312	0.250	0.929	1.071	0.400	1.600	0.000	0.375	0.750	1.125	0.918	1.341	0.741	1.000	1.398	1.515	0.932	0.155	1.429	0.571	0.727	1.273	1.214	0.786	2.250	1.500	1.824	1.471	0.000	0.706	1.500	1.045	0.909	0.545	1.143	0.857	1.111	0.889	1.412	0.706	1.647	0.235
22	OropoucheVirus	0.966	1.034	1.545	1.684	1.341	1.171	1.175	0.313	0.981	1.019	0.041	2.836	0.809	1.191	0.123	1.000	0.718	0.380	0.943	0.730	0.786	0.582	2.185	0.448	1.401	0.599	1.105	0.895	0.441	0.343	0.839	1.084	1.021	0.638	1.340	1.000	1.021	1.286	1.241	0.452	1.132	0.868	0.934	1.066	1.567	0.433	1.984	1.310	0.847	1.032	1.067	1.054	1.597	0.839	1.504	0.060	1.272	0.728	1.043	0.957	1.001	1.084	1.195	0.719
23	ShamondaVirus	0.707	1.293	1.071	0.857	1.344	0.448	1.376	0.832	1.600	0.400	1.500	0.000	1.000	0.000	0.000	1.000	1.714	0.000	1.163	0.337	1.174	0.652	1.826	0.348	1.129	0.871	1.134	0.866	0.000	1.156	0.000	1.486	1.235	1.059	0.706	1.000	0.896	0.000	1.984	0.224	1.111	0.889	0.887	1.113	1.600	0.400	1.872	0.000	0.982	1.533	0.359	1.126	2.437	0.782	0.000	0.000	1.408	0.592	1.449	0.551	1.175	0.196	1.594	1.035
24	AinoVirus	0.974	1.026	2.041	1.061	1.064	0.426	2.085	0.000	1.342	0.658	2.000	1.000	0.974	1.026	0.000	1.000	0.612	0.000	0.000	0.000	1.246	0.459	1.902	0.393	1.535	0.465	1.123	0.877	0.750	0.469	0.188	0.656	0.929	0.554	1.518	1.000	1.469	0.438	1.812	0.281	1.368	0.632	1.307	0.693	1.438	0.562	2.625	1.312	1.217	0.826	1.000	0.957	1.483	0.404	1.843	0.270	1.610	0.390	1.641	0.359	1.143	0.857	1.238	0.762
26	LaCrosseVirus	1.086	0.914	1.798	1.398	1.517	0.620	1.586	0.277	1.294	0.706	0.943	2.057	0.929	1.071	0.000	1.000	0.706	0.362	1.072	0.663	1.393	0.441	1.949	0.217	1.302	0.698	1.083	0.917	0.164	0.212	0.124	0.204	0.864	0.511	1.625	1.000	1.257	0.704	1.922	0.117	1.376	0.624	1.239	0.761	1.020	0.980	3.078	2.217	1.333	0.815	1.007	0.846	1.264	0.640	1.951	0.145	1.341	0.659	1.181	0.819	1.024	0.717	1.137	1.121
27	BarleyYellowDwarfVirus	0.594	1.406	0.933	0.832	0.688	1.389	1.530	0.393	0.481	1.519	0.400	2.400	0.627	1.373	0.200	1.000	1.588	1.336	0.605	0.706	0.944	1.149	1.477	0.431	0.346	1.654	1.346	0.654	1.091	0.545	1.192	0.485	0.675	1.300	1.025	1.000	1.200	0.000	1.024	0.576	1.278	0.722	0.880	1.120	1.010	0.990	2.081	0.606	1.119	0.936	0.716	1.229	0.898	1.469	0.939	0.694	0.397	1.603	1.047	0.953	0.700	1.043	1.276	0.981
28	SoybeanDwarfVirus	0.857	1.143	1.115	0.805	0.912	0.941	1.393	0.754	1.098	0.902	1.111	1.889	0.773	1.227	0.000	1.000	1.186	1.680	0.791	0.424	0.954	0.646	1.867	0.533	1.011	0.989	1.112	0.888	0.484	0.683	1.541	0.176	0.788	1.432	0.780	1.000	1.099	1.345	0.854	0.702	1.221	0.779	0.774	1.226	1.114	0.886	1.343	1.772	1.418	1.119	0.720	0.742	1.399	0.980	1.146	0.474	0.896	1.104	0.949	1.051	0.795	1.429	1.233	0.542
29	BeetChlorisisVirus	1.075	0.925	0.922	1.039	1.129	1.116	1.241	0.514	0.942	1.058	1.929	0.857	1.079	0.921	0.214	1.000	1.307	1.249	0.829	0.654	1.344	0.824	1.328	0.504	0.774	1.226	1.394	0.606	0.678	0.898	0.949	0.593	1.183	1.004	0.813	1.000	1.008	1.210	1.053	0.728	1.127	0.873	1.070	0.930	0.930	1.070	1.797	1.085	1.284	1.004	0.576	1.137	0.996	1.204	1.175	0.625	0.989	1.011	1.145	0.855	0.918	1.045	1.372	0.665
31	CucurbitAphid-BornYellowingVirus	0.964	1.036	0.615	1.254	0.959	1.249	0.977	0.814	0.949	1.051	1.286	0.000	0.553	1.447	0.429	1.000	1.205	1.623	0.541	0.762	0.936	1.287	1.170	0.608	0.909	1.091	1.060	0.940	0.551	1.304	1.333	0.522	0.930	1.209	0.860	1.000	0.610	1.585	0.902	0.000	1.096	0.904	1.014	0.986	0.907	1.093	1.478	0.812	1.121	1.274	0.662	0.943	1.094	1.184	0.897	0.825	1.000	0.000	1.000	0.000	0.831	1.179	1.275	0.715
32	CerealYellowDwarfVirusRPV	0.713	1.287	0.428	1.061	0.845	0.824	1.302	1.029	0.928	1.072	0.000	0.466	0.947	1.053	2.534	1.000	1.570	1.428	0.359	1.154	0.990	0.870	1.392	0.747	1.101	0.899	0.904	1.096	0.655	1.392	0.946	0.752	1.050	1.328	0.623	1.000	1.077	1.356	0.823	0.744	0.894	1.106	1.181	0.819	1.150	0.850	1.528	0.728	1.096	1.396	0.408	1.100	1.206	0.897	1.110	0.786	0.842	1.158	1.114	0.886	0.880	1.503	0.979	0.638
33	PotatoLeafrollVirus	0.914	1.086	0.736	1.052	0.945	1.252	1.187	0.615	1.100	0.900	0.000	1.099	0.582	1.418	1.901	1.000	1.421	1.203	0.764	0.824	1.091	1.153	1.026	0.729	1.098	0.902	1.307	0.693	0.309	1.097	0.717	0.699	1.174	1.059	0.766	1.000	1.080	1.456	0.983	0.480	0.812	1.188	1.020	0.980	0.956	1.044	1.857	1.321	1.258	1.256	0.587	0.898	1.398	1.069	0.866	0.668	0.981	1.019	0.942	1.058	0.815	1.364	1.134	0.687
34	SugarcaneYellowLeafVirus	0.718	1.282	0.659	1.249	0.705	1.194	1.504	0.598	0.782	1.218	0.210	1.110	0.565	1.435	1.680	1.000	0.973	1.545	0.781	0.792	0.931	1.037	1.026	1.007	0.849	1.151	1.059	0.941	0.895	0.698	1.069	0.753	1.039	1.153	0.808	1.000	1.144	0.849	1.099	0.908	0.767	1.233	1.119	0.881	1.028	0.972	1.810	0.776	1.053	1.321	0.541	1.086	1.363	1.166	1.050	0.421	0.785	1.215	0.906	1.094	0.714	0.943	1.450	0.893
35	TurnipYellowsVirus	0.795	1.205	0.618	0.964	1.285	1.171	0.976	0.569	1.019	0.981	0.333	1.000	1.000	0.000	1.667	1.000	1.418	1.545	0.564	0.891	0.878	1.306	1.102	0.714	0.623	1.377	1.311	0.689	0.709	1.064	1.255	0.000	0.839	1.621	0.540	1.000	1.020	1.080	0.000	0.880	0.929	1.071	1.156	0.844	0.804	1.196	1.527	0.736	1.418	0.931	0.593	1.058	1.235	0.000	0.800	0.730	1.176	0.824	1.240	0.760	1.071	0.893	1.482	0.554
36	RedspottedGrouperNervousNecrosisVirusRNA1	0.709	1.291	0.107	0.664	0.740	1.434	0.809	1.017	0.374	1.626	2.333	0.667	1.000	0.000	0.000	1.000	0.814	1.800	0.214	2.400	1.416	0.861	1.206	0.517	0.655	1.345	0.797	1.203	2.015	1.705	1.018	0.509	0.953	1.767	0.279	1.000	1.166	1.220	1.125	0.488	0.768	1.232	0.585	1.415	0.833	1.167	0.554	0.199	1.620	1.226	0.277	0.876	1.413	0.961	1.145	0.481	0.791	1.209	0.687	1.313	1.147	1.194	1.318	0.341
37	RotavirusA	1.583	0.417	2.571	1.175	0.983	0.290	2.320	0.407	1.558	0.442	0.781	0.994	1.604	0.396	1.225	1.000	0.704	0.205	0.941	0.404	0.588	0.107	2.836	0.469	1.635	0.365	1.426	0.574	0.641	0.181	0.627	0.134	1.337	0.261	1.401	1.000	1.528	0.339	1.571	0.561	1.565	0.435	1.500	0.500	1.649	0.351	3.707	0.711	1.420	0.388	1.435	0.756	1.568	0.245	1.621	0.566	1.525	0.475	1.499	0.501	1.341	0.334	1.999	0.326
38	TomatoBushyStuntVirus	0.944	1.056	0.658	1.132	1.235	0.748	1.115	0.902	0.937	1.063	1.023	0.818	1.060	0.940	1.159	1.000	1.174	0.968	0.942	1.126	1.765	0.729	0.808	0.698	1.161	0.839	0.914	1.086	0.678	0.445	0.926	0.799	0.957	1.098	0.946	1.000	1.144	0.777	1.178	0.901	1.098	0.902	0.880	1.120	1.321	0.679	1.746	1.406	1.110	0.867	0.753	1.271	1.244	0.766	1.228	0.761	1.384	0.616	0.910	1.090	1.273	0.505	1.382	0.839
39	EquineArteritisVirus	1.320	0.680	0.909	1.845	1.225	0.911	1.231	0.633	1.029	0.971	1.120	1.223	1.033	0.967	0.657	1.000	0.884	0.654	0.581	1.127	1.082	1.019	1.084	0.814	1.195	0.805	0.745	1.255	0.799	2.036	0.672	1.254	1.502	0.751	0.747	1.000	1.257	1.139	0.792	0.812	1.195	0.805	1.122	0.878	1.151	0.849	0.362	0.876	1.195	0.730	0.646	1.429	1.389	1.223	0.722	0.666	1.054	0.946	0.855	1.145	1.022	1.205	0.921	0.852
40	InfectiousBursalDiseaseVirus	0.747	1.253	0.225	0.549	0.691	0.967	1.992	0.350	0.495	1.505	0.212	0.776	0.926	1.074	2.012	1.000	1.019	1.607	1.205	1.393	0.728	1.224	1.635	0.413	0.718	1.282	0.902	1.098	0.441	0.785	0.791	1.020	0.930	1.169	0.901	1.000	0.783	1.317	1.418	0.481	0.573	1.427	0.763	1.237	0.701	1.299	1.400	1.562	0.679	1.194	0.730	1.397	0.895	1.498	1.296	0.311	0.696	1.304	0.764	1.236	0.661	0.971	0.914	1.453
41	CitrusTristezaVirus	1.247	0.753	1.699	2.158	1.676	0.625	0.615	1.084	0.937	1.063	0.303	0.826	1.309	0.691	1.872	1.000	0.879	0.382	0.347	0.534	1.297	0.685	0.672	1.346	0.810	1.190	1.126	0.874	1.595	0.806	0.800	0.574	1.011	0.842	1.147	1.000	1.808	0.828	0.459	0.904	0.781	1.219	1.011	0.989	1.322	0.678	1.297	0.928	1.534	0.649	0.594	1.223	1.736	0.702	0.639	0.923	1.150	0.850	1.269	0.731	1.835	0.704	0.710	0.751
42	InfectiousBronchitisVirus	1.619	0.381	1.366	1.049	1.903	0.263	1.573	0.261	1.422	0.578	1.444	0.434	1.589	0.411	1.122	1.000	1.828	0.394	0.836	0.526	1.561	0.420	1.685	0.334	1.240	0.760	1.126	0.874	1.592	0.733	0.322	0.193	1.557	0.318	1.125	1.000	1.856	0.336	1.463	0.345	1.549	0.451	1.009	0.991	1.571	0.429	2.095	1.065	1.792	0.412	1.009	0.787	1.515	0.473	1.618	0.394	1.420	0.580	1.202	0.798	2.223	0.459	1.052	0.266
43	AppleChloroticLeafSpotVirus	0.998	1.002	0.613	1.413	1.128	0.735	1.626	0.512	0.910	1.090	0.486	1.297	1.025	0.975	1.216	1.000	1.391	0.807	0.454	1.321	1.280	0.585	1.506	0.629	1.226	0.774	1.003	0.997	0.278	0.314	0.136	0.210	1.093	0.981	0.926	1.000	1.326	0.844	1.362	0.468	1.175	0.825	1.004	0.996	1.101	0.899	2.672	2.390	1.291	0.796	0.440	1.474	0.970	0.746	1.634	0.650	1.273	0.727	1.003	0.997	1.058	0.570	1.260	1.112
45	GrapevineVirusA	0.576	1.424	0.689	1.126	0.850	0.951	1.431	0.768	0.750	1.250	0.661	1.119	0.870	1.130	1.220	1.000	0.431	1.267	0.853	1.633	0.923	0.649	1.712	0.716	0.757	1.243	0.864	1.136	0.521	0.688	0.414	0.461	0.372	1.155	1.473	1.000	1.045	1.095	1.155	0.705	1.059	0.941	0.746	1.254	0.849	1.151	1.687	2.229	0.669	0.925	0.779	1.627	1.195	0.946	1.105	0.755	1.152	0.848	0.725	1.275	0.970	0.907	0.878	1.245
46	PepinoMosaicVirus	1.186	0.814	1.154	1.287	1.308	0.972	1.632	0.087	0.790	1.210	1.256	0.708	0.813	1.187	1.037	1.000	1.413	0.826	0.812	0.508	1.726	0.701	1.471	0.101	0.973	1.027	1.305	0.695	1.070	0.252	0.502	0.116	1.349	0.843	0.808	1.000	1.368	1.048	1.521	0.063	1.082	0.918	1.435	0.565	1.113	0.887	2.529	1.530	1.547	1.227	0.420	0.806	1.906	1.008	0.994	0.093	0.891	1.109	1.428	0.572	1.551	0.763	1.320	0.366
47	RupestrisStemPitting-AssociatedVirus	1.295	0.705	0.716	1.297	1.528	0.748	1.461	0.263	0.973	1.027	1.117	0.415	0.938	1.062	1.468	1.000	1.439	0.810	0.614	1.125	1.110	0.711	1.922	0.256	1.189	0.811	1.178	0.822	0.644	0.453	0.310	0.640	1.306	0.656	1.038	1.000	1.069	0.922	1.281	0.728	1.379	0.621	0.923	1.077	1.134	0.866	1.852	2.102	1.450	0.762	0.446	1.341	1.580	0.850	1.237	0.333	1.357	0.643	0.931	1.069	1.351	0.825	1.153	0.670
48	StrawberryMildYellowEdgeVirus	0.591	1.409	0.417	1.029	0.837	1.536	0.722	0.905	0.711	1.289	2.195	0.366	0.495	1.505	0.439	1.000	0.788	1.987	0.313	1.466	1.103	0.918	0.859	1.120	0.925	1.075	1.084	0.916	0.968	2.372	0.777	0.511	1.432	1.274	0.294	1.000	1.325	1.228	0.727	0.720	1.294	0.706	0.789	1.211	1.140	0.860	0.787	0.585	1.099	1.484	0.538	0.879	1.196	1.875	0.539	0.390	0.908	1.092	0.789	1.211	0.846	1.837	0.727	0.589
49	BeetMildYellowingVirus	1.084	0.916	0.801	1.116	1.362	0.883	0.948	0.807	0.748	1.252	0.188	0.938	0.678	1.322	1.875	1.000	1.137	1.365	0.758	0.823	0.897	1.181	0.854	1.068	0.961	1.039	1.175	0.825	0.814	0.886	1.220	0.712	1.250	0.947	0.803	1.000	1.168	1.014	1.124	0.694	0.962	1.038	1.233	0.767	0.905	1.095	1.642	0.726	1.568	0.762	0.000	0.908	1.326	1.112	0.944	0.618	0.980	1.020	1.085	0.915	1.210	0.838	1.126	0.826
50	HumanMetapneumovirus	1.083	0.917	1.604	0.785	1.080	0.755	2.044	0.121	1.180	0.820	1.449	1.252	0.999	1.001	0.299	1.000	0.653	0.695	1.406	0.857	0.880	0.644	2.166	0.309	1.032	0.968	1.262	0.738	0.365	0.340	0.330	0.297	0.840	0.779	1.381	1.000	0.692	0.849	2.353	0.106	0.974	1.026	1.474	0.526	0.838	1.162	3.648	1.019	1.133	0.699	1.048	1.119	0.917	0.577	2.355	0.152	1.042	0.958	1.371	0.629	0.922	0.695	1.509	0.875
187	AedesAlbopictusDensovirus	0.694	1.306	1.912	1.055	0.606	0.788	1.879	0.727	1.154	0.846	3.000	0.000	0.824	1.176	0.000	1.000	0.659	0.396	1.451	0.527	0.258	0.000	2.710	0.774	0.895	1.105	1.549	0.451	0.370	0.148	0.741	0.222	0.677	1.065	1.258	1.000	0.539	0.596	2.071	0.794	0.916	1.084	1.465	0.535	0.889	1.111	3.481	1.037	0.721	0.590	1.902	0.787	0.354	0.405	2.835	0.000	0.949	1.051	1.467	0.533	0.438	0.384	2.740	0.000
188	AdenoAssociatedVirus2	1.058	0.942	0.129	0.997	0.921	1.123	0.984	0.972	0.419	1.581	2.000	0.000	0.495	1.505	1.000	1.000	0.595	1.850	0.145	2.284	0.781	1.726	0.735	0.758	0.629	1.371	0.475	1.525	0.886	1.218	0.421	1.107	1.380	1.347	0.274	1.000	0.842	1.950	0.396	0.812	0.810	1.190	0.775	1.225	0.722	1.278	1.683	0.686	0.441	1.170	0.278	2.110	0.585	1.707	0.800	0.907	0.484	1.516	0.663	1.337	0.324	0.940	1.567	1.170
189	ProvidenceVirus	0.714	1.286	1.091	2.182	0.865	0.000	1.838	0.432	0.824	1.176	3.000	0.000	1.500	0.500	0.000	1.000	0.545	0.000	0.000	0.000	1.333	0.978	0.711	0.000	0.000	2.000	0.963	1.037	0.818	0.955	1.091	0.545	1.275	1.350	0.375	1.000	1.397	1.206	1.016	0.381	0.732	1.268	1.000	0.000	1.083	0.917	1.227	1.364	1.270	0.952	0.762	1.016	1.312	0.938	1.062	0.688	1.143	0.857	1.000	0.000	1.101	0.928	0.000	0.870
190	BlattellaGermanicaDensovirus	1.632	0.368	2.392	1.552	1.412	0.376	1.882	0.329	1.532	0.468	2.400	0.600	1.371	0.629	0.000	1.000	0.671	0.126	0.755	0.503	1.623	0.226	1.736	0.415	1.394	0.606	1.413	0.587	1.302	0.453	1.132	0.340	1.267	0.433	1.300	1.000	1.452	0.226	1.903	0.419	1.702	0.298	1.404	0.596	1.667	0.333	2.208	0.566	1.631	0.311	1.476	0.583	1.290	0.548	1.871	0.290	1.327	0.673	1.300	0.700	1.252	0.383	1.983	0.000
